GEOPOINT,GEOID,NAME,NAMELSAD,STUSAB
47.2056646774; -119.451761712,53025,Grant,Grant County,WA
28.4173932285; -97.7411901298,48025,Bee,Bee County,TX
46.9833438193; -118.560633062,53001,Adams,Adams County,WA
37.7846965493; -117.632366036,32009,Esmeralda,Esmeralda County,NV
33.5550489458; -83.8501865375,13217,Newton,Newton County,GA
40.5672969004; -74.9122477682,34019,Hunterdon,Hunterdon County,NJ
36.2611569307; -87.0867695023,47021,Cheatham,Cheatham County,TN
43.0837526517; -95.6248783386,19141,O'Brien,O'Brien County,IA
33.8033347429; -87.2973573971,1127,Walker,Walker County,AL
32.2202579876; -86.2076142923,1101,Montgomery,Montgomery County,AL
34.0388755841; -78.2274071617,37019,Brunswick,Brunswick County,NC
40.9629715402; -77.0622692252,42119,Union,Union County,PA
41.3356001857; -91.7178701959,19183,Washington,Washington County,IA
36.4285385751; -84.5035173074,47151,Scott,Scott County,TN
48.7837971902; -105.548617097,30019,Daniels,Daniels County,MT
43.082617377; -96.1778828448,19167,Sioux,Sioux County,IA
41.402131202; -74.3055376374,36071,Orange,Orange County,NY
40.102614944; -106.118358313,8049,Grand,Grand County,CO
40.8423638927; -83.3043780736,39175,Wyandot,Wyandot County,OH
41.331487609; -94.9278266277,19029,Cass,Cass County,IA
36.7274816255; -85.1360135602,21053,Clinton,Clinton County,KY
34.0705125102; -101.8268813,48189,Hale,Hale County,TX
32.0191127391; -89.1188598215,28061,Jasper,Jasper County,MS
39.5598830033; -83.4560972785,39047,Fayette,Fayette County,OH
18.3286016876; -64.9670827857,78030,St. Thomas,St. Thomas Island,VI
43.9065519065; -91.1151957557,55063,La Crosse,La Crosse County,WI
32.0922715486; -92.1166058761,22021,Caldwell,Caldwell Parish,LA
37.4780954961; -90.3450261596,29123,Madison,Madison County,MO
33.5660908408; -82.8787644687,13265,Taliaferro,Taliaferro County,GA
39.8035392391; -74.9597543553,34007,Camden,Camden County,NJ
35.8580358086; -82.7057582627,37115,Madison,Madison County,NC
45.5467908912; -122.414922836,41051,Multnomah,Multnomah County,OR
38.0229965906; -81.7112126287,54005,Boone,Boone County,WV
37.3540523996; -82.9541313398,21119,Knott,Knott County,KY
43.6741733017; -95.1541129519,27063,Jackson,Jackson County,MN
41.4722121302; -87.3763856,18089,Lake,Lake County,IN
23.7186403965; -164.736740347,15003,Honolulu,Honolulu County,HI
39.1193028617; -105.717174716,8093,Park,Park County,CO
30.4982930281; -100.538187495,48435,Sutton,Sutton County,TX
33.7212061505; -87.7388619701,1057,Fayette,Fayette County,AL
18.1831012969; -67.6050637583,72097,Mayagüez,Mayagüez Municipio,PR
17.9729540131; -66.261975661,72123,Salinas,Salinas Municipio,PR
43.7180588837; -99.0809353963,46015,Brule,Brule County,SD
40.9118486723; -79.9132708157,42019,Butler,Butler County,PA
37.0530460164; -89.5685146862,29201,Scott,Scott County,MO
41.7461054437; -89.3003092504,17103,Lee,Lee County,IL
29.8081801337; -98.2782455413,48091,Comal,Comal County,TX
43.0103267267; -76.5743582093,36011,Cayuga,Cayuga County,NY
39.3514336872; -101.719980701,20181,Sherman,Sherman County,KS
40.8288491598; -81.8880189942,39169,Wayne,Wayne County,OH
36.2397743956; -121.308901554,6053,Monterey,Monterey County,CA
39.9310397361; -85.3964353742,18065,Henry,Henry County,IN
37.8015772072; -82.5132925147,21159,Martin,Martin County,KY
37.4192050035; -83.6831118762,21189,Owsley,Owsley County,KY
39.0732871864; -113.10069891,49027,Millard,Millard County,UT
48.561754652; -111.024580148,30051,Liberty,Liberty County,MT
39.9835107818; -94.8020598986,29003,Andrew,Andrew County,MO
39.4692968709; -79.6681619853,54077,Preston,Preston County,WV
44.4704611746; -88.9647928071,55135,Waupaca,Waupaca County,WI
27.9026762041; -82.7395539464,12103,Pinellas,Pinellas County,FL
36.2311062795; -81.6964250718,37189,Watauga,Watauga County,NC
39.0075029241; -78.8579227191,54031,Hardy,Hardy County,WV
36.5320343549; -86.0072701421,47111,Macon,Macon County,TN
39.0415137637; -95.7565342577,20177,Shawnee,Shawnee County,KS
29.8317429384; -99.8221669212,48385,Real,Real County,TX
42.9145713002; -96.9756376237,46027,Clay,Clay County,SD
39.1329338744; -80.0030288847,54001,Barbour,Barbour County,WV
35.695981462; -85.4526142035,47175,Van Buren,Van Buren County,TN
40.74316347; -92.8686104167,19007,Appanoose,Appanoose County,IA
30.5988510952; -92.0058568609,22097,St. Landry,St. Landry Parish,LA
42.8528477813; -77.2998210492,36069,Ontario,Ontario County,NY
33.9498610997; -97.2441230299,40085,Love,Love County,OK
41.8877674933; -84.5929278019,26059,Hillsdale,Hillsdale County,MI
42.1769034689; -98.0666853094,31003,Antelope,Antelope County,NE
41.0418321081; -86.6987792624,18131,Pulaski,Pulaski County,IN
35.117685821; -77.082003837,37049,Craven,Craven County,NC
39.1962111616; -86.2273748048,18013,Brown,Brown County,IN
37.1936094363; -107.048288324,8007,Archuleta,Archuleta County,CO
40.9181829168; -75.7088216052,42025,Carbon,Carbon County,PA
36.1107306366; -82.432342828,47171,Unicoi,Unicoi County,TN
34.9312465729; -81.9908274743,45083,Spartanburg,Spartanburg County,SC
42.3654992437; -123.555497668,41033,Josephine,Josephine County,OR
39.0001785652; -89.0241202321,17051,Fayette,Fayette County,IL
31.5514336788; -81.9167587358,13305,Wayne,Wayne County,GA
47.8692071189; -120.618973477,53007,Chelan,Chelan County,WA
35.2792789622; -82.1696779265,37149,Polk,Polk County,NC
39.9198995806; -79.6473693491,42051,Fayette,Fayette County,PA
18.287078989; -67.1315302779,72011,Añasco,Añasco Municipio,PR
39.785156359; -98.7854727927,20183,Smith,Smith County,KS
32.0554496236; -93.7372773737,22031,De Soto,De Soto Parish,LA
48.4701446298; -118.516586208,53019,Ferry,Ferry County,WA
35.662042354; -81.2150705598,37035,Catawba,Catawba County,NC
32.5801941764; -93.8823968489,22017,Caddo,Caddo Parish,LA
35.1504672096; -83.4221767088,37113,Macon,Macon County,NC
36.6781704977; -88.9762156953,21105,Hickman,Hickman County,KY
41.3440027805; -88.8859379256,17099,LaSalle,LaSalle County,IL
42.7511742879; -87.6960810134,55101,Racine,Racine County,WI
39.2023794705; -106.344837734,8065,Lake,Lake County,CO
37.2324840341; -121.696278854,6085,Santa Clara,Santa Clara County,CA
32.8250434949; -79.896819219,45019,Charleston,Charleston County,SC
39.4149780091; -83.808378857,39027,Clinton,Clinton County,OH
37.5825228172; -106.38321036,8105,Rio Grande,Rio Grande County,CO
34.9883574887; -80.5307400446,37179,Union,Union County,NC
35.1863303424; -91.2430822004,5147,Woodruff,Woodruff County,AR
47.0454432493; -110.266046893,30045,Judith Basin,Judith Basin County,MT
18.4572380901; -66.1905835491,72137,Toa Baja,Toa Baja Municipio,PR
36.5095802749; -106.693083681,35039,Rio Arriba,Rio Arriba County,NM
43.8195818941; -89.398748852,55077,Marquette,Marquette County,WI
48.5631854705; -122.977512444,53055,San Juan,San Juan County,WA
39.8575436237; -105.522621196,8047,Gilpin,Gilpin County,CO
39.4640664935; -78.0275428663,54003,Berkeley,Berkeley County,WV
32.7924711254; -81.9635320121,13165,Jenkins,Jenkins County,GA
30.1956117481; -82.9914923725,12121,Suwannee,Suwannee County,FL
17.9585899206; -66.041855295,72015,Arroyo,Arroyo Municipio,PR
38.9969300555; -85.6280646001,18079,Jennings,Jennings County,IN
42.2500701189; -73.6318704984,36021,Columbia,Columbia County,NY
42.5814260739; -116.169968363,16073,Owyhee,Owyhee County,ID
44.6737588538; -97.1883336931,46057,Hamlin,Hamlin County,SD
37.7713611083; -81.2486346747,54081,Raleigh,Raleigh County,WV
41.9154003329; -85.9934577475,26027,Cass,Cass County,MI
32.7534965705; -89.1175728285,28099,Neshoba,Neshoba County,MS
40.7880635936; -89.7599800409,17143,Peoria,Peoria County,IL
46.0126176925; -94.2684153059,27097,Morrison,Morrison County,MN
35.3736416751; -95.6667999353,40091,McIntosh,McIntosh County,OK
41.2185070628; -91.2596183012,19115,Louisa,Louisa County,IA
43.1138468547; -74.4221748142,36035,Fulton,Fulton County,NY
29.6346233871; -91.4729263457,22101,St. Mary,St. Mary Parish,LA
44.2421397159; -94.7275713188,27015,Brown,Brown County,MN
38.0423908286; -84.7436031459,21239,Woodford,Woodford County,KY
43.9346374164; -110.589809669,56039,Teton,Teton County,WY
46.716058182; -101.281118786,38059,Morton,Morton County,ND
35.611177887; -82.5301070587,37021,Buncombe,Buncombe County,NC
34.0807261331; -99.2410547627,48487,Wilbarger,Wilbarger County,TX
35.843213981; -77.109232267,37117,Martin,Martin County,NC
39.7736200492; -87.2063672164,18121,Parke,Parke County,IN
42.7745872458; -92.3180548339,19017,Bremer,Bremer County,IA
33.1134825704; -94.7326503668,48343,Morris,Morris County,TX
44.0309090144; -73.1409413698,50001,Addison,Addison County,VT
38.0371780097; -93.775975762,29185,St. Clair,St. Clair County,MO
43.0023986959; -114.138200808,16063,Lincoln,Lincoln County,ID
35.6030197595; -88.108772783,47039,Decatur,Decatur County,TN
46.4325011338; -102.460280406,38041,Hettinger,Hettinger County,ND
-11.0543869937; -171.074929617,60040,Swains Island,Swains Island,AS
38.8411628915; -86.4834511309,18093,Lawrence,Lawrence County,IN
36.9905417852; -85.6292510918,21169,Metcalfe,Metcalfe County,KY
36.2114502716; -89.7853789263,29155,Pemiscot,Pemiscot County,MO
30.7177158024; -99.2261274236,48319,Mason,Mason County,TX
38.1459486608; -82.4269495914,54099,Wayne,Wayne County,WV
40.7841735523; -96.687755507,31109,Lancaster,Lancaster County,NE
30.8897820069; -99.8206358613,48327,Menard,Menard County,TX
33.0765357599; -84.1394626622,13171,Lamar,Lamar County,GA
43.8201324535; -112.311302461,16051,Jefferson,Jefferson County,ID
35.1293327482; -85.6219924364,47115,Marion,Marion County,TN
37.1169121603; -76.88830957,51181,Surry,Surry County,VA
43.0405280973; -108.630418124,56013,Fremont,Fremont County,WY
45.9380407246; -93.630083459,27095,Mille Lacs,Mille Lacs County,MN
38.8279397207; -102.603395824,8017,Cheyenne,Cheyenne County,CO
44.061546541; -116.397518964,16045,Gem,Gem County,ID
46.0424798151; -86.1772944904,26153,Schoolcraft,Schoolcraft County,MI
33.5827978515; -85.0797630545,13045,Carroll,Carroll County,GA
48.7910039093; -102.518193492,38013,Burke,Burke County,ND
29.0820812942; -97.356778445,48123,DeWitt,DeWitt County,TX
57.1797757863; -135.304965119,2220,Sitka,Sitka City and Borough,AK
39.5624202546; -75.9481069728,24015,Cecil,Cecil County,MD
65.5086521548; -151.389616025,2290,Yukon-Koyukuk,Yukon-Koyukuk Census Area,AK
35.3995733714; -110.321396004,4017,Navajo,Navajo County,AZ
40.6485010044; -96.1347754194,31131,Otoe,Otoe County,NE
40.5067072585; -98.9480216382,31099,Kearney,Kearney County,NE
37.4012086268; -76.5229667418,51073,Gloucester,Gloucester County,VA
37.5630613882; -101.784183191,20187,Stanton,Stanton County,KS
39.3438351886; -91.1713632054,29163,Pike,Pike County,MO
30.8450707709; -91.0455350736,22037,East Feliciana,East Feliciana Parish,LA
39.3803407733; -94.7737543641,29165,Platte,Platte County,MO
41.7886677146; -76.5154525457,42015,Bradford,Bradford County,PA
38.7123597006; -88.0851335477,17159,Richland,Richland County,IL
39.9167779156; -83.7838897267,39023,Clark,Clark County,OH
37.2784856293; -79.9580837461,51770,Roanoke,Roanoke city,VA
36.2932966258; -82.4974202594,47179,Washington,Washington County,TN
28.7169755783; -81.2363275276,12117,Seminole,Seminole County,FL
43.6748244159; -97.787331341,46061,Hanson,Hanson County,SD
44.7666370786; -115.566279021,16085,Valley,Valley County,ID
39.2835296916; -80.3798749895,54033,Harrison,Harrison County,WV
37.7302529228; -88.9299244512,17199,Williamson,Williamson County,IL
39.8736400746; -104.337801716,8001,Adams,Adams County,CO
17.7356133736; -64.747935737,78010,St. Croix,St. Croix Island,VI
29.8572816038; -95.3923371044,48201,Harris,Harris County,TX
48.1102917179; -123.934213907,53009,Clallam,Clallam County,WA
34.42829125; -90.8480221032,5107,Phillips,Phillips County,AR
39.1363621482; -77.2042373226,24031,Montgomery,Montgomery County,MD
31.7924089362; -94.1450175185,48419,Shelby,Shelby County,TX
18.1479975123; -65.9764543268,72129,San Lorenzo,San Lorenzo Municipio,PR
44.6718744229; -93.0654245878,27037,Dakota,Dakota County,MN
41.0277303995; -94.2423791547,19175,Union,Union County,IA
36.8532163803; -88.9710587868,21039,Carlisle,Carlisle County,KY
-14.2674550886; -170.627332642,60010,Eastern,Eastern District,AS
37.5121196812; -78.2449450925,51049,Cumberland,Cumberland County,VA
34.6182874723; -88.5200953248,28117,Prentiss,Prentiss County,MS
39.9724398254; -79.0282722626,42111,Somerset,Somerset County,PA
33.3596322314; -82.0735477739,13245,Richmond,Richmond County,GA
46.5857615606; -94.9694078336,27159,Wadena,Wadena County,MN
35.8070259189; -80.8734378255,37097,Iredell,Iredell County,NC
46.2527089623; -105.57171097,30017,Custer,Custer County,MT
42.3862603643; -95.1053945569,19161,Sac,Sac County,IA
43.0599208476; -92.7890033704,19067,Floyd,Floyd County,IA
36.8556222182; -89.9443100866,29207,Stoddard,Stoddard County,MO
35.2943489527; -81.1802416273,37071,Gaston,Gaston County,NC
37.29992674; -85.8847094016,21099,Hart,Hart County,KY
38.3471428738; -98.2010299558,20159,Rice,Rice County,KS
38.4794187776; -99.9161797856,20135,Ness,Ness County,KS
40.7872147845; -74.2470601526,34013,Essex,Essex County,NJ
18.4715322319; -66.5594617226,72017,Barceloneta,Barceloneta Municipio,PR
39.9168074106; -75.3988998092,42045,Delaware,Delaware County,PA
37.5591374435; -120.997682895,6099,Stanislaus,Stanislaus County,CA
32.7921493696; -103.412478212,35025,Lea,Lea County,NM
39.9274146651; -77.7212449251,42055,Franklin,Franklin County,PA
41.177009812; -75.9890260819,42079,Luzerne,Luzerne County,PA
44.6836111689; -84.6103371078,26039,Crawford,Crawford County,MI
31.1988711407; -99.3474783776,48307,McCulloch,McCulloch County,TX
36.7740135585; -91.8865416662,29091,Howell,Howell County,MO
18.21191478; -66.0507654249,72025,Caguas,Caguas Municipio,PR
35.2079371348; -90.3088719897,5035,Crittenden,Crittenden County,AR
41.9159125951; -101.135334608,31091,Hooker,Hooker County,NE
36.6660406992; -80.9175879894,51640,Galax,Galax city,VA
41.0343060095; -74.3007756821,34031,Passaic,Passaic County,NJ
35.0217248029; -77.3551679748,37103,Jones,Jones County,NC
36.9655811681; -85.9336633247,21009,Barren,Barren County,KY
46.0607701736; -113.067841951,30023,Deer Lodge,Deer Lodge County,MT
47.6396466034; -122.649176385,53035,Kitsap,Kitsap County,WA
30.0686436991; -89.928127921,22071,Orleans,Orleans Parish,LA
30.5794688821; -84.6135993294,12039,Gadsden,Gadsden County,FL
32.4042861987; -88.662541529,28075,Lauderdale,Lauderdale County,MS
43.6250870279; -116.709270124,16027,Canyon,Canyon County,ID
37.7381978567; -100.437862948,20069,Gray,Gray County,KS
34.8641146532; -84.3198525836,13111,Fannin,Fannin County,GA
35.0571811284; -83.7501767115,37043,Clay,Clay County,NC
18.1875265182; -65.8693174115,72085,Las Piedras,Las Piedras Municipio,PR
41.6322534258; -111.244509797,49033,Rich,Rich County,UT
28.5561708513; -82.4684895116,12053,Hernando,Hernando County,FL
29.7472049939; -99.246244112,48019,Bandera,Bandera County,TX
45.8138937581; -109.941013899,30097,Sweet Grass,Sweet Grass County,MT
33.2836981018; -90.9474546435,28151,Washington,Washington County,MS
41.8980358084; -90.5319724291,19045,Clinton,Clinton County,IA
18.4222580561; -66.0683255265,72127,San Juan,San Juan Municipio,PR
38.3916666453; -97.6480798696,20113,McPherson,McPherson County,KS
32.6011364841; -85.355562704,1081,Lee,Lee County,AL
46.9361064669; -98.07154012,38003,Barnes,Barnes County,ND
31.599703679; -92.5595204513,22043,Grant,Grant Parish,LA
44.0037525074; -92.401770932,27109,Olmsted,Olmsted County,MN
40.3984096201; -77.2622958162,42099,Perry,Perry County,PA
39.634170806; -106.116379137,8117,Summit,Summit County,CO
33.9205455549; -84.867288503,13223,Paulding,Paulding County,GA
32.7145016626; -83.9863423246,13079,Crawford,Crawford County,GA
35.0060483545; -79.7477780226,37153,Richmond,Richmond County,NC
33.9574736745; -91.7333211971,5079,Lincoln,Lincoln County,AR
33.0406559359; -84.6883115804,13199,Meriwether,Meriwether County,GA
31.3909114388; -97.7992042907,48099,Coryell,Coryell County,TX
41.3307464286; -94.4709413442,19001,Adair,Adair County,IA
39.9541358004; -105.052664798,8014,Broomfield,Broomfield County,CO
27.4775188749; -82.3575458711,12081,Manatee,Manatee County,FL
36.2650187228; -76.2492413613,37139,Pasquotank,Pasquotank County,NC
39.925343626; -78.1126836616,42057,Fulton,Fulton County,PA
40.7472371326; -87.8242979012,17075,Iroquois,Iroquois County,IL
41.6864421928; -92.531468397,19157,Poweshiek,Poweshiek County,IA
34.8100783219; -86.9813747654,1083,Limestone,Limestone County,AL
36.6783637366; -80.2842745676,51141,Patrick,Patrick County,VA
46.4569158173; -98.5354613133,38045,LaMoure,LaMoure County,ND
39.4336238198; -123.431553907,6045,Mendocino,Mendocino County,CA
29.8371164017; -97.6199983523,48055,Caldwell,Caldwell County,TX
44.4096825746; -92.7229029989,27049,Goodhue,Goodhue County,MN
35.4868150519; -83.4927393736,37173,Swain,Swain County,NC
43.1934752745; -117.623098133,41045,Malheur,Malheur County,OR
35.8579354045; -103.820048707,35021,Harding,Harding County,NM
32.0414016703; -88.6894044448,28023,Clarke,Clarke County,MS
45.1566160513; -100.871863039,46041,Dewey,Dewey County,SD
34.8873453574; -82.725248963,45077,Pickens,Pickens County,SC
40.3016905964; -86.4751595355,18023,Clinton,Clinton County,IN
31.2971083422; -82.8799928978,13003,Atkinson,Atkinson County,GA
18.3496368773; -66.1683365642,72021,Bayamón,Bayamón Municipio,PR
37.5052112298; -76.9973400492,51127,New Kent,New Kent County,VA
29.3799669428; -94.8626717415,48167,Galveston,Galveston County,TX
40.813888089; -81.3656367045,39151,Stark,Stark County,OH
41.9388566679; -88.4286377038,17089,Kane,Kane County,IL
34.3387988678; -80.5902184298,45055,Kershaw,Kershaw County,SC
36.8596987837; -86.8789382363,21141,Logan,Logan County,KY
37.2072808133; -86.68175556,21031,Butler,Butler County,KY
32.1170652349; -82.7245932678,13309,Wheeler,Wheeler County,GA
45.943781443; -123.08825568,41009,Columbia,Columbia County,OR
34.9365348363; -77.9330277459,37061,Duplin,Duplin County,NC
31.07624372; -92.001376741,22009,Avoyelles,Avoyelles Parish,LA
42.5047730204; -102.408963566,31161,Sheridan,Sheridan County,NE
31.3587576021; -82.2127427051,13229,Pierce,Pierce County,GA
41.3364654753; -92.1786423155,19107,Keokuk,Keokuk County,IA
36.2871782318; -92.3369721117,5005,Baxter,Baxter County,AR
